DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
252 - OTHER VASCULAR PROCEDURES W MCC,CO,250,108985.744,23686.22,22549.324
252 - OTHER VASCULAR PROCEDURES W MCC,CT,423,83820.95981,27588.80142,26627.14894
252 - OTHER VASCULAR PROCEDURES W MCC,DC,277,88261.94224,29506.62094,27498.49458
252 - OTHER VASCULAR PROCEDURES W MCC,DE,126,62475.47619,24812.60317,23681.2619
252 - OTHER VASCULAR PROCEDURES W MCC,FL,3239,101437.2779,20704.52269,19364.50911
252 - OTHER VASCULAR PROCEDURES W MCC,GA,1335,68449.40824,20819.22322,19397.21049
252 - OTHER VASCULAR PROCEDURES W MCC,HI,91,96421.81319,32837.85714,31072.1978
252 - OTHER VASCULAR PROCEDURES W MCC,IA,216,69308.16204,21566.61574,19416.22222
252 - OTHER VASCULAR PROCEDURES W MCC,ID,58,58110.89655,22640.03448,20357.39655
252 - OTHER VASCULAR PROCEDURES W MCC,IL,1787,91192.10464,23429.96139,22040.88025
252 - OTHER VASCULAR PROCEDURES W MCC,IN,783,74792.51469,21153.31801,19695.28225
252 - OTHER VASCULAR PROCEDURES W MCC,KS,230,87054.45652,20395.87826,19177.3
252 - OTHER VASCULAR PROCEDURES W MCC,KY,600,70057.58333,21032.88667,19647.59833
252 - OTHER VASCULAR PROCEDURES W MCC,LA,790,79881.60506,20161.40633,19031.59873
252 - OTHER VASCULAR PROCEDURES W MCC,MA,725,63235.66345,29322.92138,28131.63448
252 - OTHER VASCULAR PROCEDURES W MCC,MD,953,31320.22246,29469.47849,28211.16789
252 - OTHER VASCULAR PROCEDURES W MCC,ME,109,60142.78899,23623.38532,22180.37615
252 - OTHER VASCULAR PROCEDURES W MCC,MI,1605,60106.38318,23563.30654,22352.76947
252 - OTHER VASCULAR PROCEDURES W MCC,MN,390,82041.30513,25196.79744,23182.98462
252 - OTHER VASCULAR PROCEDURES W MCC,MO,789,74265.23574,20678.04056,19624.13054
252 - OTHER VASCULAR PROCEDURES W MCC,MS,415,77634.96627,19792.91084,18562.5012
252 - OTHER VASCULAR PROCEDURES W MCC,MT,50,62576.1,20221,19255.22
252 - OTHER VASCULAR PROCEDURES W MCC,NC,1064,62854.88816,22099.15695,20894.70677
252 - OTHER VASCULAR PROCEDURES W MCC,ND,52,60214.5,20318.57692,19544.17308
252 - OTHER VASCULAR PROCEDURES W MCC,NE,149,68994.9396,22706.25503,20091.89933
252 - OTHER VASCULAR PROCEDURES W MCC,NH,106,87914.30189,27417,25267.77358
252 - OTHER VASCULAR PROCEDURES W MCC,NJ,1444,142609.1967,25019.51454,23385.86911
252 - OTHER VASCULAR PROCEDURES W MCC,NM,190,57922.18421,22540.03684,21338.72105
252 - OTHER VASCULAR PROCEDURES W MCC,NV,208,147282.7115,23004.31731,21619.38462
252 - OTHER VASCULAR PROCEDURES W MCC,NY,2357,79463.19177,30590.3322,29054.7849
252 - OTHER VASCULAR PROCEDURES W MCC,OH,1659,74010.62809,21787.31887,20060.49126
252 - OTHER VASCULAR PROCEDURES W MCC,OK,372,78800.00538,21228.07527,19479.82527
252 - OTHER VASCULAR PROCEDURES W MCC,OR,221,66421.38462,24629.0905,23085.16742
252 - OTHER VASCULAR PROCEDURES W MCC,PA,1552,114015.9079,23821.05799,22082.17719
252 - OTHER VASCULAR PROCEDURES W MCC,RI,75,87202.81333,26417.14667,24292.29333
252 - OTHER VASCULAR PROCEDURES W MCC,SC,599,90037.83639,21008.42571,20043.80301
252 - OTHER VASCULAR PROCEDURES W MCC,SD,75,66207.97333,20302.14667,18893.86667
252 - OTHER VASCULAR PROCEDURES W MCC,TN,936,75796.67628,20082.35363,18685.46474
252 - OTHER VASCULAR PROCEDURES W MCC,TX,3302,97229.8195,22047.45912,20290.17505
252 - OTHER VASCULAR PROCEDURES W MCC,UT,94,60599.55319,22040.80851,20286.7234
252 - OTHER VASCULAR PROCEDURES W MCC,VA,912,76168.93092,22151.03289,19929.66118
252 - OTHER VASCULAR PROCEDURES W MCC,VT,36,63155,28448.66667,26831.88889
252 - OTHER VASCULAR PROCEDURES W MCC,WA,452,93250.33186,25871.88053,22985.84956
252 - OTHER VASCULAR PROCEDURES W MCC,WI,459,70289.49237,33020.96514,21924.69281
252 - OTHER VASCULAR PROCEDURES W MCC,WV,280,55988.9,21484.24286,20142.07857
252 - OTHER VASCULAR PROCEDURES W MCC,WY,12,100204.5833,35076.75,24450.91667
253 - OTHER VASCULAR PROCEDURES W CC,AK,23,88052.34783,29867.95652,25446.34783
253 - OTHER VASCULAR PROCEDURES W CC,AL,861,63940.65157,14561.35308,13155.03484
253 - OTHER VASCULAR PROCEDURES W CC,AR,468,51454.2906,14507.92094,13037.0235
253 - OTHER VASCULAR PROCEDURES W CC,AZ,678,76917.32743,17595.78466,16089.00147
253 - OTHER VASCULAR PROCEDURES W CC,CA,2363,131078.6966,22797.36691,21371.01904
253 - OTHER VASCULAR PROCEDURES W CC,CO,320,87562.11563,17443.5375,16050.0875
253 - OTHER VASCULAR PROCEDURES W CC,CT,530,67489.39434,21334.41132,19618.49623
253 - OTHER VASCULAR PROCEDURES W CC,DC,159,84683.42138,23837.01887,21773.16352
253 - OTHER VASCULAR PROCEDURES W CC,DE,136,49821.51471,19342.86029,18054.80147
253 - OTHER VASCULAR PROCEDURES W CC,FL,3118,89319.44901,16300.11546,14568.5077
253 - OTHER VASCULAR PROCEDURES W CC,GA,1001,61129.22078,16361.85215,14777.48452
253 - OTHER VASCULAR PROCEDURES W CC,HI,73,65219.90411,22844.52055,19087.63014
253 - OTHER VASCULAR PROCEDURES W CC,IA,394,61926.36802,17372.95178,15301.17766
253 - OTHER VASCULAR PROCEDURES W CC,ID,114,44706.49123,16326.08772,15160.5
253 - OTHER VASCULAR PROCEDURES W CC,IL,2194,78628.40839,18860.96901,16383.44758
253 - OTHER VASCULAR PROCEDURES W CC,IN,982,65761.15275,17048.39613,15241.85132
253 - OTHER VASCULAR PROCEDURES W CC,KS,366,60794.63661,15687.97268,13734.34426
253 - OTHER VASCULAR PROCEDURES W CC,KY,699,57692.93705,16459.51359,14904.75966
253 - OTHER VASCULAR PROCEDURES W CC,LA,732,73984.58607,16088.10792,14388.19262
253 - OTHER VASCULAR PROCEDURES W CC,MA,1087,52838.63201,23097.40294,21580.12236
253 - OTHER VASCULAR PROCEDURES W CC,MD,903,23883.64784,22490.3433,21067.41639
253 - OTHER VASCULAR PROCEDURES W CC,ME,231,40125.81385,17836.06494,15520.1645
253 - OTHER VASCULAR PROCEDURES W CC,MI,1826,53176.37349,18952.9989,17576.00055
253 - OTHER VASCULAR PROCEDURES W CC,MN,667,63078.34183,18795.92504,16467.62819
253 - OTHER VASCULAR PROCEDURES W CC,MO,977,62068.54043,16269.98055,14708.43501
253 - OTHER VASCULAR PROCEDURES W CC,MS,511,63881.20939,15575.84736,14077.17808
253 - OTHER VASCULAR PROCEDURES W CC,MT,103,51621.82524,17470.12621,15736.46602
253 - OTHER VASCULAR PROCEDURES W CC,NC,1177,55476.32795,17940.339,16182.2209
253 - OTHER VASCULAR PROCEDURES W CC,ND,106,40559.61321,16580.5,14321.08491
253 - OTHER VASCULAR PROCEDURES W CC,NE,249,62444,17088.68675,15776.75502
253 - OTHER VASCULAR PROCEDURES W CC,NH,229,67203.57642,19542.26201,17612.47162
253 - OTHER VASCULAR PROCEDURES W CC,NJ,1446,106045.8354,18666.06777,17516.12725
253 - OTHER VASCULAR PROCEDURES W CC,NM,129,64199.99225,17199.03876,16210.5814
253 - OTHER VASCULAR PROCEDURES W CC,NV,232,114614.7716,18020.71121,15684.43966
253 - OTHER VASCULAR PROCEDURES W CC,NY,2527,63827.88564,22736.02137,21127.26791
253 - OTHER VASCULAR PROCEDURES W CC,OH,1752,65638.33619,16968.91324,15526.57648
253 - OTHER VASCULAR PROCEDURES W CC,OK,489,63779.94479,16307.15133,14145.74642
253 - OTHER VASCULAR PROCEDURES W CC,OR,317,57501.18927,19293.00946,17380.1041
253 - OTHER VASCULAR PROCEDURES W CC,PA,1953,85081.12186,17656.06042,15964.94777
253 - OTHER VASCULAR PROCEDURES W CC,RI,151,58256.39735,19753.09272,18334.08609
253 - OTHER VASCULAR PROCEDURES W CC,SC,547,81065.4223,17090.94698,15220.65082
253 - OTHER VASCULAR PROCEDURES W CC,SD,175,55045.65714,16896.44,14701.91429
253 - OTHER VASCULAR PROCEDURES W CC,TN,966,60858.23913,15321.32919,13641.71014
253 - OTHER VASCULAR PROCEDURES W CC,TX,2988,82576.36714,17094.20649,15331.33333
253 - OTHER VASCULAR PROCEDURES W CC,UT,115,49125.13043,17943.07826,15422.73913
253 - OTHER VASCULAR PROCEDURES W CC,VA,1043,66304.50815,17417.96453,15319.721
253 - OTHER VASCULAR PROCEDURES W CC,VT,49,43129.89796,22021.55102,20391.40816
253 - OTHER VASCULAR PROCEDURES W CC,WA,622,80217.3955,19946.01608,17965.93891
253 - OTHER VASCULAR PROCEDURES W CC,WI,639,60002.94836,18223.9421,16432.53052
253 - OTHER VASCULAR PROCEDURES W CC,WV,413,43636.79419,16327.33172,15172.90557
253 - OTHER VASCULAR PROCEDURES W CC,WY,36,66857.77778,21557.88889,20077.41667
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,AK,14,51166.28571,18805.85714,18069.57143
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,AL,741,44240.33063,9611.901484,8272.767881
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,AR,751,44535.27696,9419.374168,8211.960053
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,AZ,368,56936.4538,11766.04348,10203.29891
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,CA,1490,93575.84765,14908.5557,13216.75973
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,CO,170,69219.07059,12195.55294,10099.98824
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,CT,390,47602.99231,14169.29744,11880.71538
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,DC,112,56775.03571,15059.05357,13848.625
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,DE,125,39722.608,12943.776,10777.104
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,FL,2018,62881.49356,10737.38503,9144.218038
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,GA,685,44485.54015,10915.15036,9243.308029
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,HI,33,36922.87879,16436.45455,11297.06061
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,IA,315,47740.1873,11407.36825,9616.946032
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ID,88,33215.14773,11426.97727,9617.113636
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,IL,1299,59280.29176,12517.48576,10291.41801
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,IN,917,45338.60742,11366.29771,9419.695747
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,KS,217,49275.10138,10435.92627,9036.953917
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,KY,543,43715.33333,10970.37385,9795.615101
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,LA,570,52908.7386,10857.09298,9090.5
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MA,701,37401.72468,15558.06705,14113.59914
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MD,595,17746.86891,16739.21681,15245.88739
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ME,134,31053.39552,12255.22388,10079.26119
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MI,1365,38195.21392,12427.14505,10904.97802
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MN,371,48451.91375,12790.12938,10465.13477
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MO,717,43575.08647,10822.52022,9028.785216
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MS,367,43236.23978,10177.51226,8867.991826
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MT,104,33761.48077,11423.09615,9188.519231
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NC,816,43395.58456,12088.60539,10498.83824
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ND,82,31729.63415,10501.56098,9352.134146
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NE,220,42083.10909,11239.86818,9629.836364
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NH,143,46209.1958,12303.61538,11106.37063
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NJ,952,69053.26891,12658.40441,11341.57668
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NM,92,56734.43478,14043.41304,9098.695652
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NV,178,76235.69663,11746.25281,9608.988764
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,NY,1768,37343.74378,15036.54977,13249.29921
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,OH,1300,44675.53,11355.60615,9854.670769
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,OK,378,51618.86243,11921.18254,9297.648148
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,OR,264,37104.64394,11612.88636,10422.56439
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,PA,1184,60322.0853,11772.21959,10004.8277
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,RI,80,38154.3125,13655.2625,12078.525
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SC,425,56180.49176,11168.50353,9523.025882
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SD,166,37882.6988,10805.13855,9047.620482
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,TN,740,48030.59054,10398.96486,8502.759459
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,TX,2039,60016.05297,11674.89161,9754.646395
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,UT,75,40365.73333,11797.08,9571.466667
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,VA,714,49868.67227,11458.30812,9830.52521
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,VT,19,27727.47368,15045.52632,12776.42105
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WA,481,62042.5343,13546.30977,11163.77131
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WI,387,44108.44961,11452.40568,9988.436693
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WV,321,30802.5514,10618.78505,9143.791277
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WY,39,64452.48718,18856.35897,14761.94872
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",AK,43,50159.95349,17525.48837,16506.7907
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",AL,1187,45643.64532,10357.0278,8945.595619
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",AR,666,32151.58258,9999.130631,9112.034535
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",AZ,834,51889.06355,12565.79017,11514.32134
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",CA,4827,82966.45183,15506.26766,14543.10938
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",CO,350,47111.05143,11756.06286,10573
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",CT,1044,40991.33621,14265.67625,13068.08908
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",DC,179,57901.93296,17009.92179,15880.56983
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",DE,205,33398.96098,12607.37073,11530.32683
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",FL,4644,59196.51981,11098.01744,10089.51464
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",GA,1660,41555.4506,11324.14518,10038.31627
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",HI,240,39124.57083,15606.9875,14215.7
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",IA,775,30057.71355,10901.38839,9820.205161
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",ID,134,35087.91045,12008.34328,10822.56716
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",IL,3104,46382.03383,11963.34729,10924.07635
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",IN,1597,35522.10081,11292.02317,10079.00626
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",KS,539,41952.27644,10728.49722,9657.912801
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",KY,1506,35887.29084,11055.09031,10232.50133
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",LA,834,42633.71703,11053.36451,9974.320144
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MA,1917,24052.3109,14478.33125,13593.98018
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MD,1178,17932.06197,16879.00085,15814.0034
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",ME,584,27452.01199,11820.30308,10746.69349
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MI,3289,31126.98936,12329.35968,11385.45029
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MN,819,33673.2674,12337.06593,10858.59829
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MO,1397,38839.98568,10906.37652,9898.843236
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MS,842,41836.67577,10927.52138,9921.433492
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MT,81,29034.88889,11033.2716,10182
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NC,2710,32635.18155,11722.51661,10664.26494
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",ND,172,25614.32558,11466.97674,10566.53488
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NE,268,37610.30597,11505.13433,10412.18284
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NH,398,32258.4397,12046.92462,10987.48995
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NJ,2966,85271.03439,12842.93257,11921.83109
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NM,258,41789.77132,11868.18605,10932.4031
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NV,361,84342.84488,13431.81994,11989.50416
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY,4600,45926.89022,15283.94609,14266.85565
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",OH,2799,39515.73276,11397.68775,10323.51697
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",OK,812,41965.49631,10623.45197,9535.185961
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",OR,528,32137.73674,12492.82955,11653.80871
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",PA,3419,47243.52618,11585.00877,10620.09389
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",RI,339,36602.70796,12996.08555,12164.23009
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",SC,1139,44591.04653,11235.06146,10178.70852
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",SD,154,32525.56494,11607.94156,10260.61039
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",TN,2105,38340.74774,10439.74774,9341.155344
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",TX,4646,58057.85235,11889.87258,10734.31662
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",UT,124,32119.68548,11771.32258,10023.62903
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",VA,1919,38297.60083,11284.92236,10171.76602
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",VT,130,19970.8,14234.16923,13069.46154
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",WA,1084,41523.16513,12593.19557,11422.30443
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",WI,958,31688.34864,11379.51461,10497.71712
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",WV,704,29100.25852,11296.75852,10319.18466
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",WY,32,45636.40625,15880.28125,12637.75
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",AK,46,36816.04348,11869.43478,11069.43478
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",AL,855,29402.83626,6463.859649,5401.650292
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",AR,475,22156.66105,6436.665263,5552.635789
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",AZ,660,37328.32424,8338.030303,7006.327273
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",CA,3142,53785.77021,9724.955124,8728.01464
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",CO,359,31965.73538,7539.189415,6489.933148
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",CT,640,26367.78906,9034.042188,7859.576563
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",DC,157,33898.01274,10408.26752,9335.286624
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",DE,154,23845.85714,8001.045455,6908.545455
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",FL,3482,40635.57668,6995.236358,6027.258759
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",GA,1211,26423.63832,7126.051197,5926.170107
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",HI,205,25738.58049,10364.26829,8974.04878
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",IA,506,21527.78063,6895.841897,5829.505929
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",ID,134,21881.50746,7324.940299,6170.507463
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",IL,1842,31644.87188,7816.718241,6659.486971
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",IN,1130,25490.80354,7095.268142,5991.30531
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",KS,353,28879.63173,6843.113314,5795.167139
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",KY,1063,24332.98683,7177.696143,6141.353716
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",LA,632,28887.76266,6984.672468,5998.678797
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MA,1257,17056.63007,9739.731106,8669.916468
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MD,1480,10297.60743,9699.514189,8753.438514
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",ME,526,17838.07985,7468.977186,6527.593156
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MI,2125,20279.71106,7972.328,6966.248
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MN,676,23190.44083,7992.860947,6781.857988
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MO,920,26019.72283,7045.536957,5977.380435
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MS,556,28861.81115,6973.203237,5974.546763
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MT,89,20416.4382,7401.269663,6232.11236
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NC,1943,22427.46166,7428.639218,6387.983531
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",ND,125,18785.712,7248.016,6346.32
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NE,234,26747.21368,7416.965812,6464.837607
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NH,325,24286.93231,8056.058462,6916.36
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NJ,1814,56473.10639,8201.320838,7208.874862
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NM,190,28620.98947,8116.057895,6913.247368
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NV,261,51178.54023,8676.348659,6861.007663
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NY,2949,29887.70261,9669.791455,8583.173618
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",OH,1894,27074.88173,7169.564942,6136.394931
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",OK,669,28095.47534,6860.122571,5773.892377
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",OR,434,20324.91705,7979.799539,6803.274194
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",PA,2343,33130.03073,7581.18822,6615.53137
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",RI,207,26002.0628,8565.811594,7161.724638
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",SC,769,30370.3407,7031.016905,5995.845254
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",SD,142,23844.40845,7350.098592,6149.591549
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",TN,1494,27266.24364,6703.493976,5615.956493
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",TX,3084,37626.16926,7550.482815,6332.961738
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",UT,114,21986.40351,8182.140351,5875.912281
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",VA,1427,26078.83181,7267.13595,6047.978977
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",VT,115,15589.62609,9540.086957,8468.904348
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",WA,776,29190.23969,7943.668814,6721.738402
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",WI,766,22993.43995,7526.426893,6414.191906
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",WV,571,18336.95972,7132.325744,5980.455342
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",WY,60,22399.88333,9004.333333,8163
